_id,normalizedTimestamp,normalizedX,normalizedY,rollNo,timestamp,x,y,fixation
6589a1e025073fa4a32ff96f,1333,0.268740028,0.47846014,CB.EN.U4CSE20447,1.70352E+12,375.1610787,375.5912102,1
6589a1e025073fa4a32ff976,1976,0.064969707,0.237395393,CB.EN.U4CSE20447,1.70352E+12,90.69771128,186.3553837,1
6589a1e025073fa4a32ff96b,990,0.587127626,0.585022417,CB.EN.U4CSE20447,1.70352E+12,819.6301661,459.2425976,1
6589a1e025073fa4a32ff97d,2795,-0.024282891,0.04834512,CB.EN.U4CSE20447,1.70352E+12,-33.89891576,37.95091895,1
6589a1e025073fa4a32ff969,453,0.554456796,0.536530503,CB.EN.U4CSE20447,1.70352E+12,774.0216866,421.1764451,1
6589a1e025073fa4a32ff96d,1153,0.39649431,0.529270002,CB.EN.U4CSE20447,1.70352E+12,553.5060571,415.4769518,1
6589a1e025073fa4a32ff974,1769,0.108689032,0.299718853,CB.EN.U4CSE20447,1.70352E+12,151.7298883,235.2792992,1
6589a1e025073fa4a32ff99d,6765,0.090397634,0.328760274,CB.EN.U4CSE20447,1.70352E+12,126.1950973,258.0768149,1
6589a1e025073fa4a32ff990,5264,0.025316,0.236868493,CB.EN.U4CSE20447,1.70352E+12,35.34113563,185.9417671,1
6589a1e025073fa4a32ff997,5938,0.024893389,0.245838329,CB.EN.U4CSE20447,1.70352E+12,34.7511717,192.9830886,1
6589a1e025073fa4a32ff98d,5000,0.063454623,0.182170473,CB.EN.U4CSE20447,1.70352E+12,88.58265385,143.0038215,1
6589a1e025073fa4a32ff996,5824,0.025807162,0.22954427,CB.EN.U4CSE20447,1.70352E+12,36.02679792,180.1922518,1
6589a1e025073fa4a32ff9bc,10550,0.093851205,0.291406854,CB.EN.U4CSE20447,1.70352E+12,131.0162824,228.7543805,1
6589a1e025073fa4a32ff9ea,16722,0.204099927,0.183613599,CB.EN.U4CSE20447,1.70352E+12,284.9234988,144.1366753,1
6589a1e025073fa4a32ff9fc,19408,0.270058193,0.493568655,CB.EN.U4CSE20447,1.70352E+12,377.0012377,387.451394,1
6589a1e025073fa4a32ff9d2,13749,0.46921081,0.236097039,CB.EN.U4CSE20447,1.70352E+12,655.0182901,185.3361753,1
6589a1e025073fa4a32ff9d8,14855,0.289164078,0.275462502,CB.EN.U4CSE20447,1.70352E+12,403.6730523,216.2380639,1
6589a1e025073fa4a32ffa10,22178,0.238185086,0.406842456,CB.EN.U4CSE20447,1.70352E+12,332.5063802,319.3713277,1
6589a1e025073fa4a32ffa1e,24630,0.43250417,0.274199903,CB.EN.U4CSE20447,1.70352E+12,603.7758217,215.2469239,1
6589a1e025073fa4a32ffa27,26001,0.416606642,0.203802373,CB.EN.U4CSE20447,1.70352E+12,581.5828724,159.9848627,1
6589a1e025073fa4a32ffa31,26912,0.346405239,0.322777139,CB.EN.U4CSE20447,1.70352E+12,483.5817133,253.3800542,1
6589a1e025073fa4a32ffa4b,30920,0.274116013,0.100065951,CB.EN.U4CSE20447,1.70352E+12,382.6659538,78.5517717,1
6589a1e025073fa4a32ffa65,34967,0.258703612,0.292301546,CB.EN.U4CSE20447,1.70352E+12,361.1502424,229.4567135,1
6589a1e025073fa4a32ffaaa,42699,0.633843926,0.486226795,CB.EN.U4CSE20447,1.70352E+12,884.8461201,381.6880338,1
6589a1e025073fa4a32ffac4,45565,0.55587464,0.533096572,CB.EN.U4CSE20447,1.70352E+12,776.0009975,418.480809,1
6589a1e025073fa4a32ffaca,46282,0.650290487,0.547742697,CB.EN.U4CSE20447,1.70352E+12,907.8055193,429.9780172,1
6589a1e025073fa4a32ffb1c,56218,0.069751737,0.274969482,CB.EN.U4CSE20447,1.70352E+12,97.37342512,215.8510434,1
6589a1e025073fa4a32ffb2c,59026,0.405803036,0.178672707,CB.EN.U4CSE20447,1.70352E+12,566.5010386,140.2580751,1
6589a1e025073fa4a32ffb2f,59297,0.393361179,0.191122211,CB.EN.U4CSE20447,1.70352E+12,549.1322064,150.030936,1
6589a1e025073fa4a32ffb36,60318,0.310529902,0.211682404,CB.EN.U4CSE20447,1.70352E+12,433.4997436,166.1706872,1
6589a1e025073fa4a32ffb3d,61276,0.290866758,0.234919227,CB.EN.U4CSE20447,1.70352E+12,406.0499936,184.4115934,1
6589a1e025073fa4a32ffb3e,61374,0.282927139,0.250607422,CB.EN.U4CSE20447,1.70352E+12,394.9662864,196.7268262,1
6589a1e025073fa4a32ffb55,64320,0.21318856,0.221101087,CB.EN.U4CSE20447,1.70352E+12,297.6112302,173.5643537,1
6589a1e025073fa4a32ffb59,65227,0.315770294,0.255953841,CB.EN.U4CSE20447,1.70352E+12,440.8153301,200.9237655,1
6589a1e025073fa4a32ffb61,66959,0.211011714,0.187399394,CB.EN.U4CSE20447,1.70352E+12,294.5723528,147.1085241,1
6589a1e025073fa4a32ffb79,69840,0.240599707,0.626867839,CB.EN.U4CSE20447,1.70352E+12,335.877191,492.0912537,1
6589a1e025073fa4a32ffb8d,71889,0.473193039,0.654790353,CB.EN.U4CSE20447,1.70352E+12,660.5774823,514.0104271,1
6589a1e025073fa4a32ffbb4,76535,0.598757911,0.1560758,CB.EN.U4CSE20447,1.70352E+12,835.8660434,122.5195031,1
6589a1e025073fa4a32ff992,5437,0.044073782,0.251290828,CB.EN.U4CSE20447,1.70352E+12,61.52700037,197.2633001,1
6589a1e025073fa4a32ff9a5,7802,0.093589432,0.234923787,CB.EN.U4CSE20447,1.70352E+12,130.6508471,184.4151724,1
6589a1e025073fa4a32ff9aa,8287,0.08309396,0.266601957,CB.EN.U4CSE20447,1.70352E+12,115.9991682,209.282536,1
6589a1e025073fa4a32ff9b9,10001,0.059868459,0.3299421,CB.EN.U4CSE20447,1.70352E+12,83.57636821,259.0045488,1
6589a1e025073fa4a32ff9ca,12880,0.461416078,0.218727964,CB.EN.U4CSE20447,1.70352E+12,644.1368449,171.7014516,1
6589a1e025073fa4a32ff9e2,15947,0.242584544,0.202899155,CB.EN.U4CSE20447,1.70352E+12,338.6480237,159.2758365,1
6589a1e025073fa4a32ff9df,15469,0.222732229,0.226575373,CB.EN.U4CSE20447,1.70352E+12,310.9341917,177.8616681,1
6589a1e025073fa4a32ff9d6,14681,0.33058577,0.251596268,CB.EN.U4CSE20447,1.70352E+12,461.4977346,197.5030702,1
6589a1e025073fa4a32ffa1f,24882,0.415710154,0.255559551,CB.EN.U4CSE20447,1.70352E+12,580.3313745,200.6142475,1
6589a1e025073fa4a32ffa19,24087,0.338795489,0.287390693,CB.EN.U4CSE20447,1.70352E+12,472.9585032,225.6016943,1
6589a1e025073fa4a32ffa34,27557,0.361508766,0.405003803,CB.EN.U4CSE20447,1.70352E+12,504.6662375,317.9279851,1
6589a1e025073fa4a32ffa2f,26692,0.371738685,0.262191896,CB.EN.U4CSE20447,1.70352E+12,518.9472047,205.8206382,1
6589a1e025073fa4a32ffa40,29036,0.264644998,0.224567825,CB.EN.U4CSE20447,1.70352E+12,369.4444178,176.2857428,1
6589a1e025073fa4a32ffa49,30253,0.30090108,0.1156288,CB.EN.U4CSE20447,1.70352E+12,420.0579072,90.768608,1
6589a1e025073fa4a32ffa74,36582,0.756288396,0.079555358,CB.EN.U4CSE20447,1.70352E+12,1055.7786,62.45095596,1
6589a1e025073fa4a32ffa7d,37731,0.263693678,0.5263617,CB.EN.U4CSE20447,1.70352E+12,368.1163744,413.1939342,1
6589a1e025073fa4a32ffa83,38281,0.276499885,0.590339862,CB.EN.U4CSE20447,1.70352E+12,385.9938401,463.4167914,1
6589a1e025073fa4a32ffa84,38376,0.28335685,0.578603015,CB.EN.U4CSE20447,1.70352E+12,395.5661622,454.2033664,1
6589a1e025073fa4a32ffa71,36328,0.777769285,0.124290855,CB.EN.U4CSE20447,1.70352E+12,1085.765923,97.56832141,1
6589a1e025073fa4a32ffa5e,33597,0.333375497,0.171274875,CB.EN.U4CSE20447,1.70352E+12,465.3921932,134.4507769,1
6589a1e025073fa4a32ffa6a,35425,0.322575649,0.250293264,CB.EN.U4CSE20447,1.70352E+12,450.3156063,196.4802121,1
6589a1e025073fa4a32ffa6c,35589,0.450654038,0.237217003,CB.EN.U4CSE20447,1.70352E+12,629.1130369,186.2153471,1
6589a1e025073fa4a32ffab4,43937,0.384589353,0.690953078,CB.EN.U4CSE20447,1.70352E+12,536.8867367,542.3981664,1
