_id,normalizedTimestamp,normalizedX,normalizedY,rollNo,timestamp,x,y
658926106a3610f95ee3d185,6361,0.1691374963036678,0.32585312751860385,CB.EN.U4EEE23137,1703486877448,236.11594483992027,229.7264549006157
658926106a3610f95ee3d181,5707,0.22284747937160088,0.272147327611042,CB.EN.U4EEE23137,1703486876794,311.09508120275484,191.86386596578458
658926106a3610f95ee3d198,11184,0.30120756605111426,0.519602465179912,CB.EN.U4EEE23137,1703486882271,420.4857622073555,366.319737951838
658926106a3610f95ee3d173,1986,0.19349171675205945,0.3431354622900329,CB.EN.U4EEE23137,1703486873073,270.114436585875,241.9105009144732
658926106a3610f95ee3d18b,7805,0.12227587492009571,0.2218837574451742,CB.EN.U4EEE23137,1703486878892,170.6971213884536,156.4280489988478
658926106a3610f95ee3d16c,387,0.15048957175496358,0.31085374073405503,CB.EN.U4EEE23137,1703486871474,210.08344216992916,219.1518872175088
658926106a3610f95ee3d1a2,13262,0.2840506083129229,0.4373475769559371,CB.EN.U4EEE23137,1703486884349,396.5346492048403,308.3300417539357
658926106a3610f95ee3d19f,12812,0.33356589834756795,0.30669667776426607,CB.EN.U4EEE23137,1703486883899,465.6579940932049,216.22115782380757
658926106a3610f95ee3d1c5,22808,0.31209763617437497,0.32340931430748693,CB.EN.U4EEE23137,1703486893895,435.68830009942747,228.00356658677828
658926106a3610f95ee3d1d2,26373,0.21842035398226423,0.4234317563321702,CB.EN.U4EEE23137,1703486897460,304.91481415924085,298.51938821417997
658926106a3610f95ee3d1e5,31682,0.23862734352807696,0.22890636688258098,CB.EN.U4EEE23137,1703486902769,333.12377156519545,161.3789886522196
658926106a3610f95ee3d224,50745,0.2458042197657232,0.6075929931620898,CB.EN.U4EEE23137,1703486921832,343.14269079294957,428.3530601792733
658926106a3610f95ee3d260,68364,0.2530134372844629,0.6685567232561512,CB.EN.U4EEE23137,1703486939451,353.2067584491102,471.3324898955866
658926106a3610f95ee3d266,69790,0.41065511459341164,0.6561368666253721,CB.EN.U4EEE23137,1703486940877,573.2745399724026,462.5764909708873
658926106a3610f95ee3d27b,75194,0.48661581194936754,0.9363806401594866,CB.EN.U4EEE23137,1703486946281,679.315673481317,660.1483513124381
658926106a3610f95ee3d26f,71883,0.3371605361494668,0.554326948894861,CB.EN.U4EEE23137,1703486942970,470.6761084646556,390.800498970877
658926106a3610f95ee3d1a9,15451,0.18801069808069812,0.15038333466818501,CB.EN.U4EEE23137,1703486886538,262.4629345206546,106.02025094107044
658926106a3610f95ee3d1b4,18511,0.19928037250932168,0.3180607438408153,CB.EN.U4EEE23137,1703486889598,278.19540002301306,224.23282440777476
658926106a3610f95ee3d1b0,17465,0.30558046989321236,0.3344442133539569,CB.EN.U4EEE23137,1703486888552,426.59033597092446,235.78317041453963
658926106a3610f95ee3d1ba,19921,0.1419700674551843,0.21791332230555605,CB.EN.U4EEE23137,1703486891008,198.19021416743732,153.62889222541702
658926106a3610f95ee3d1c9,24018,0.2270037675544317,0.25709010545121186,CB.EN.U4EEE23137,1703486895105,316.89725950598665,181.24852434310435
658926106a3610f95ee3d1ce,25638,0.1493125672276425,0.33605837297375446,CB.EN.U4EEE23137,1703486896725,208.44034384978892,236.92115294649687
658926106a3610f95ee3d1db,29129,0.28746671625197956,0.38694871536653974,CB.EN.U4EEE23137,1703486900216,401.3035358877635,272.7988443334105
658926106a3610f95ee3d20c,44893,0.23199044284011486,0.22940652817920767,CB.EN.U4EEE23137,1703486915980,323.85865820480035,161.7316023663414
658926106a3610f95ee3d1fe,40766,0.261284859480027,0.3279274304232405,CB.EN.U4EEE23137,1703486911853,364.7536638341177,231.18883844838456
